title,authors,
Nearest Surrounder Queries,3,
Closeness: {A} New Privacy Measure for Data Publishing,3,
ViDE: {A} Vision-Based Approach for Deep Web Data Extraction,3,
Dynamic Wavelet Synopses Management over Sliding Windows in Sensor Networks,3,
Prospective Infectious Disease Outbreak Detection Using Markov Switching Models,3,
A Distance Measure Approach to Exploring the Rough Set Boundary Region for Attribute Reduction,3,
Automatic Ontology Matching via Upper Ontologies: {A} Systematic Evaluation,3,
Incremental Evaluation of Visible Nearest Neighbor Queries,3,
Instinct-Based Mating in Genetic Algorithms Applied to the Tuning of 1-NN Classifiers,3,
From t-Closeness-Like Privacy to Postrandomization via Information Theory,3,
k-Anonymity in the Presence of External Databases,3,
An Efficient Concept-Based Mining Model for Enhancing Text Clustering,3,
Bregman Divergence-Based Regularization for Transfer Subspace Learning,3,
A Configurable Rete-OO Engine for Reasoning with Different Types of Imperfect Information,3,
Record Matching over Query Results from Multiple Web Databases,3,
Enriching One Taxonomy Using Another,3,
{LIGHT:} {A} Query-Efficient Yet Low-Maintenance Indexing Scheme over DHTs,3,
Probabilistic Topic Models for Learning Terminological Ontologies,3,
Ensemble Rough Hypercuboid Approach for Classifying Cancers,3,
Projective Distribution of XQuery with Updates,3,
Introduction to the Domain-Driven Data Mining Special Section,3,
Towards an Effective {XML} Keyword Search,4,
Guest Editors' Introduction: Rule Representation  Interchange  and Reasoning in Distributed  Heterogeneous Environments,4,
A Rule-Based Trust Negotiation System,4,
Adaptive Join Operators for Result Rate Optimization on Streaming Inputs,4,
Incremental Maintenance of 2-Hop Labeling of Large Graphs,4,
Guest Editors' Introduction: Special Section on Mining Large Uncertain and Probabilistic Databases,4,
Completely Lazy Learning,4,
False Negative Problem of Counting Bloom Filter,4,
Privacy-Preserving Gradient-Descent Methods,4,
Domain-Driven Classification Based on Multiple Criteria and Multiple Constraint-Level Programming for Intelligent Credit Scoring,4,
BinRank: Scaling Dynamic Authority-Based Search Using Materialized Subgraphs,4,
Conic Programming for Multitask Learning,4,
Efficient Multidimensional Suppression for K-Anonymity,4,
Effective Determination of Mobile Agent Itineraries for Data Aggregation on Sensor Networks,4,
The Impact of Diversity on Online Ensemble Learning in the Presence of Concept Drift,4,
Development of a Bayesian Framework for Determining Uncertainty in Receiver Operating Characteristic Curve Estimates,4,
Logic-Based Pattern Discovery,4,
A Unified Framework for Providing Recommendations in Social Tagging Systems Based on Ternary Semantic Analysis,4,
Efficient Routing of Subspace Skyline Queries over Highly Distributed Data,4,
Multimodal Fusion for Video Search Reranking,4,
Bridging Domains Using World Wide Knowledge for Transfer Learning,4,
Building a Rule-Based Classifier{\textemdash}A Fuzzy-Rough Set Approach,4,
Learning with Positive and Unlabeled Examples Using Topic-Sensitive {PLSA},4,
Mining Frequent Subgraph Patterns from Uncertain Graph Data,4,
Scalable Probabilistic Similarity Ranking in Uncertain Databases,5,
Probabilistic Reverse Nearest Neighbor Queries on Uncertain Data,5,
Filtering Data Streams for Entity-Based Continuous Queries,5,
Density Conscious Subspace Clustering for High-Dimensional Data,5,
A Reasoning System of Ternary Projective Relations,5,
Heuristic Approaches for the Quartet Method of Hierarchical Clustering,5,
Voting Systems with Trust Mechanisms in Cyberspace: Vulnerabilities and Defenses,5,
The Dynamic Bloom Filters,5,
Beyond Redundancies: {A} Metric-Invariant Method for Unsupervised Feature Selection,5,
Incremental and General Evaluation of Reverse Nearest Neighbors,5,
Clustering Uncertain Data Using Voronoi Diagrams and R-Tree Index,5,
Maintaining Recursive Views of Regions and Connectivity in Networks,5,
Object and Combination Shedding Schemes for Adaptive Media Workflow Execution,5,
Kernel Discriminant Learning for Ordinal Regression,5,
Enhanced Visual Analysis for Cluster Tendency Assessment and Data Partitioning,5,
Credibility: How Agents Can Handle Unfair Third-Party Testimonies in Computational Trust Models,5,
Closing the Loop in Webpage Understanding,5,
Superseding Nearest Neighbor Search on Uncertain Spatial Databases,5,
Effectively Indexing the Uncertain Space,5,
Flexible Frameworks for Actionable Knowledge Discovery,6,
Modeling Massive {RFID} Data Sets: {A} Gateway-Based Movement Graph Approach,6,
Signaling Potential Adverse Drug Reactions from Administrative Health Databases,6,
Duplicate-Insensitive Order Statistics Computation over Data Streams,6,
Adaptive Subspace Symbolization for Content-Based Video Detection,6,
Cross-Domain Learning from Multiple Sources: {A} Consensus Regularization Perspective,6,
133,425,3.195488722
