title,authors,
Low Distortion Maps Between Point Sets,3,
More Robust Hashing: Cuckoo Hashing with a Stash,3,
Distributed Approximate Matching,3,
Complexity of Decision Problems for {XML} Schemas and Chain Regular Expressions,3,
Linear Probing with Constant Independence,3,
Fault Tolerant Spanners for General Graphs,4,
Querying Approximate Shortest Paths in Anisotropic Regions,4,
Approximately Counting Integral Flows and Cell-Bounded Contingency Tables,4,
Fast Access to Distributed Atomic Memory,4,
Strict Cost Sharing Schemes for Steiner Forest,4,
Intractability of Clique-Width Parameterizations,4,
Integrality Gaps of 2-o(1) for Vertex Cover SDPs in the Lov[a-acute]sz--Schrijver Hierarchy,4,
A Complexity Dichotomy for Partition Functions with Mixed Signs,4,
Uniform Direct Product Theorems: Simplified  Optimized  and Derandomized,4,
Testing Halfspaces,4,
On the Impossibility of a Quantum Sieve Algorithm for Graph Isomorphism,4,
The Sign-Rank of AC\({}^{\mbox{0}}\),4,
A Combinatorial Characterization of the Testable Graph Properties: It's All About Regularity,4,
Additive Guarantees for Degree-Bounded Directed Network Design,4,
Edge-Disjoint Paths in Planar Graphs with Constant Congestion,4,
On Agnostic Learning of Parities  Monomials  and Halfspaces,4,
Bounded-Error Quantum State Identification and Exponential Separations in Communication Complexity,4,
Zero-Knowledge Proofs from Secure Multiparty Computation,4,
On Earthmover Distance  Metric Labeling  and 0-Extension,4,
A Near-Tight Approximation Algorithm for the Robot Localization Problem,4,
Survivable Network Design with Degree or Order Constraints,4,
The Power of Extended Top-Down Tree Transducers,4,
Strong Lower Bounds for Approximating Distribution Support Size and the Distinct Elements Problem,4,
Any {AND-OR} Formula of Size {N} Can Be Evaluated in Time N\({}^{\mbox{1/2+o(1)}}\) on a Quantum Computer,5,
Locally Testable Codes Require Redundant Testers,5,
An Efficient Algorithm for Partial Order Production,5,
Approximation Algorithms for Nonuniform Buy-at-Bulk Network Design,5,
Bounded Independence Fools Halfspaces,5,
Tractability and Learnability Arising from Algebras with Few Subpowers,5,
A General Approach for Incremental Approximation and Hierarchical Clustering,5,
The Online Set Cover Problem,5,
On the Cost of Interchange Rearrangement in Strings,5,
Statistically Hiding Commitments and Statistical Zero-Knowledge Arguments from Any One-Way Function,5,
Quasi-Randomness and Algorithmic Regularity for Graphs with General Degree Distributions,6,
Special Issue On The Thirty-Eighth Annual {ACM} Symposium On Theory Of Computing {(STOC} 2006),6,
The Hiring Problem and Lake Wobegon Strategies,6,
149,405,2.718120805
