title,authors,
Learning Gradients: Predictive Models that Infer Geometry and Statistical Dependence,4,
A Quasi-Newton Approach to Nonsmooth Convex Optimization Problems in Machine Learning,4,
A Comparison of Optimization Methods and Software for Large-scale L1-regularized Linear Classification,4,
Regularized Discriminant Analysis  Ridge Regression and Beyond,4,
Erratum: {SGDQN} is Less Careful than Expected,5,
Training and Testing Low-degree Polynomial Data Mappings via Linear {SVM},5,
A Surrogate Modeling and Adaptive Sampling Toolbox for Computer Based Design,5,
Approximate Riemannian Conjugate Gradient Learning for Fixed-Form Variational Bayes,5,
Model-based Boosting 2.0,5,
Sparse Spectrum Gaussian Process Regression,5,
Kronecker Graphs: An Approach to Modeling Networks,5,
Continuous Time Bayesian Network Reasoning and Learning Engine,5,
Hilbert Space Embeddings and Metrics on Probability Measures,5,
Bundle Methods for Regularized Risk Minimization,5,
Information Retrieval Perspective to Nonlinear Dimensionality Reduction for Data Visualization,5,
Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,5,
Local Causal and Markov Blanket Induction for Causal Discovery and Feature Selection for Classification Part {I:} Algorithms and Empirical Evaluation,6,
Local Causal and Markov Blanket Induction for Causal Discovery and Feature Selection for Classification Part {II:} Analysis and Extensions,6,
How to Explain Individual Classification Decisions,6,
Why Does Unsupervised Pre-training Help Deep Learning?,6,
{WEKA} - Experiences with a Java Open-Source Project,7,
Learning From Crowds,7,
PyBrain,8,
Matched Gene Selection and Committee Classifier for Molecular Classification of Heterogeneous Diseases,9,
The {SHOGUN} Machine Learning Toolbox,12,
118,392,3.322033898
