title,authors,
Combining Partitional and Hierarchical Algorithms for Robust and Efficient Data Clustering with Cohesion Self-Merging,2,
Dual Clustering: Integrating Data Clustering over Optimization and Constraint Domains,3,
A Discretization Algorithm Based on a Heterogeneity Criterion,2,
Toward Integrating Feature Selection Algorithms for Classification and Clustering,2,
Accurate and Reliable Diagnosis and Classification Using Probabilistic Ensemble Simplified Fuzzy {ARTMAP},2,
Spatiotemporal aggregate computation: a survey,4,
Locking Protocols for Materialized Aggregate Join Views,4,
Toward an Agent-Based and Context-Oriented Approach for Web Services Composition,3,
A Multilevel Composability Model for Semantic Web Services,2,
Toward Unsupervised Correlation Preserving Discretization,3,
A Threshold-Based Algorithm for Continuous Monitoring of k Nearest Neighbors,4,
Evolutionary Constructive Induction,2,
Information Retrieval and Knowledge Discovery Utilizing a BioMedical Patent Semantic Web,3,
Semisupervised Learning of Hierarchical Latent Trait Models for Data Visualization,4,
Preserving Privacy by De-Identifying Face Images,3,
Projective Clustering by Histograms,3,
Effectively Mining and Using Coverage and Overlap Statistics for Data Integration,3,
A Web Surfer Model Incorporating Topic Continuity,3,
Using Datacube Aggregates for Approximate Querying and Deviation Detection,3,
{STAVIES:} {A} System for Information Extraction from Unknown Web Data Sources through Automatic Web Wrapper Generation Using Clustering Techniques,4,
A Data Envelopment Analysis-Based Approach for Data Preprocessing,1,
Query Processing in a Mobile Computing Environment: Exploiting the Features of Asymmetry,2,
Using Object Deputy Model to Prepare Data for Data Warehousing,5,
Rewriting Rules To Permeate Complex Similarity and Fuzzy Queries within a Relational Database System,1,
Nested Monte Carlo {EM} Algorithm for Switching State-Space Models,2,
A New Dependency and Correlation Analysis for Features,3,
Automatic Fragment Detection in Dynamic Web Pages and Its Impact on Caching,4,
Applying Semantic Knowledge to Real-Time Update of Access Control Policies,1,
Linear Temporal Sequences and Their Interpretation Using Midpoint Relationships,2,
A Lightweight and Scalable e-Transaction Protocol for Three-Tier Systems with Centralized Back-End Database,3,
Secure Interoperation in a Multidomain Environment Employing {RBAC} Policies,4,
A Shrinking-Based Clustering Approach for Multidimensional Data,3,
State-Space Optimization of {ETL} Workflows,3,
Rights Protection for Categorical Data,3,
Computing and Managing Cardinal Direction Relations,6,
Comparing Relationships in Conceptual Modeling: Mapping to Semantic Classifications,1,
An Extended Chi2 Algorithm for Discretization of Real Value Attributes,2,
A Generic Scheme for Color Image Retrieval Based on the Multivariate Wald-Wolfowitz Test,4,
Learning Concept Descriptions with Typed Evolutionary Programming,2,
On Embedding Machine-Processable Semantics into Documents,1,
Pattern Discovery on Australian Medical Claims Data-A Systematic Approach,3,
Fast Recognition of Musical Genres Using {RBF} Networks,2,
A Probabilistic Model for Mining Labeled Ordered Trees: Capturing Patterns in Carbohydrate Sugar Chains,5,
Finding Patterns on Protein Surfaces: Algorithms and Applications to Protein Classification,1,
A Flexible Payment Scheme and Its Role-Based Access Control,3,
{TFP:} An Efficient Algorithm for Mining Top-K Frequent Closed Itemsets,4,
Divide-and-Approximate: {A} Novel Constraint Push Strategy for Iceberg Cube Mining,5,
Learning Users' Interests by Quality Classification in Market-Based Recommender Systems,3,
Relevant Data Expansion for Learning Concept Drift from Sparsely Labeled Data,2,
Comparison of Database Replication Techniques Based on Total Order Broadcast,2,
Experimentation with Local Consensus Ontologies with Implications for Automated Service Composition,4,
{KBA:} Kernel Boundary Alignment Considering Imbalanced Data Distribution,2,
Pruning and Visualizing Generalized Association Rules in Parallel Coordinates,1,
Adaptive Data Access in Broadcast-Based Wireless Environments,2,
{GHIC:} {A} Hierarchical Pattern-Based Clustering Algorithm for Grouping Web Transactions,2,
{IDR/QR:} An Incremental Dimension Reduction Algorithm via {QR} Decomposition,6,
Security of Chien's Efficient Time-Bound Hierarchical Key Assignment Scheme,1,
Iterative Projected Clustering by Subspace Mining,2,
Aggregate Nearest Neighbor Queries in Road Networks,3,
Feature Subset Selection and Feature Ranking for Multivariate Time Series,3,
Mining Sequential Patterns from Multidimensional Sequence Data,2,
Efficiently Mining Frequent Trees in a Forest: Algorithms and Applications,1,
Efficient Algorithms for Mining Closed Itemsets and Their Lattice Structure,2,
Missing Is Useful: Missing Values in Cost-Sensitive Decision Trees,4,
Tri-Training: Exploiting Unlabeled Data Using Three Classifiers,2,
Localization Site Prediction for Membrane Proteins by Integrating Rule and {SVM} Classification,2,
Top-k Spatial Joins,4,
Cost-Constrained Data Acquisition for Intelligent Data Preparation,2,
Video Data Mining: Semantic Indexing and Event Detection from the Association Perspective,5,
A Scalable {P2P} Platform for the Knowledge Grid,5,
Guest Editors' Introduction: Special Issue on Mining Biological Data,2,
{EIC} Editorial: {TKDE} Editorial Board Changes,1,
Editorial: {TKDE} Topic Area Revisions,2,
Guest Editors' Introduction: Special Section on Intelligent Data Preparation,3,
138,402,2.913043478
